id_borough,borough_name,year,week,day,hour,engine_sounds,alarm_sounds
1,manhattan,2019,44,5,20,2,5
1,manhattan,2019,44,5,20,2,5
1,manhattan,2019,44,5,20,4,1
1,manhattan,2019,44,5,20,2,1
1,manhattan,2019,44,5,20,0,1
1,manhattan,2019,44,5,20,1,1
1,manhattan,2019,44,5,20,1,0
1,manhattan,2019,52,0,15,4,5
1,manhattan,2019,52,0,15,2,5
1,manhattan,2019,52,0,15,0,5
1,manhattan,2019,52,0,15,4,5
1,manhattan,2019,52,0,15,1,0
1,manhattan,2019,52,0,15,1,0
1,manhattan,2019,52,0,15,0,0
1,manhattan,2019,52,0,15,0,0
1,manhattan,2019,52,0,12,4,5
1,manhattan,2019,52,0,12,1,5
1,manhattan,2019,52,0,12,0,5
1,manhattan,2019,52,0,12,4,5
1,manhattan,2019,52,0,12,1,0
1,manhattan,2019,52,0,12,1,0
1,manhattan,2019,52,0,12,0,0
1,manhattan,2019,52,0,12,0,0
1,manhattan,2019,33,6,10,2,5
1,manhattan,2019,33,6,10,1,5
1,manhattan,2019,33,6,10,1,0
1,manhattan,2019,33,6,10,0,0
1,manhattan,2019,33,6,10,0,0
1,manhattan,2019,33,6,10,1,0
1,manhattan,2019,44,5,8,4,1
1,manhattan,2019,44,5,8,1,5
1,manhattan,2019,44,5,8,0,5
1,manhattan,2019,44,5,8,4,1
1,manhattan,2019,44,5,8,0,1
1,manhattan,2019,44,5,8,1,1
1,manhattan,2019,44,5,8,0,1
1,manhattan,2019,44,5,8,0,0
1,manhattan,2019,26,1,20,4,5
1,manhattan,2019,26,1,20,2,5
1,manhattan,2019,26,1,20,4,5
1,manhattan,2019,26,1,20,1,5
1,manhattan,2019,26,1,20,4,5
1,manhattan,2019,26,1,20,4,5
1,manhattan,2019,26,1,20,2,0
1,manhattan,2019,26,1,20,0,0
1,manhattan,2019,26,1,20,0,0
1,manhattan,2019,26,1,20,1,0
1,manhattan,2019,24,4,20,1,5
1,manhattan,2019,24,4,20,0,5
1,manhattan,2019,24,4,20,0,0
1,manhattan,2019,24,4,20,0,0
1,manhattan,2019,24,4,20,1,0
1,manhattan,2019,24,4,20,0,0
1,manhattan,2019,37,5,20,4,0
1,manhattan,2019,37,5,20,4,5
1,manhattan,2019,37,5,20,2,5
1,manhattan,2019,37,5,20,1,5
1,manhattan,2019,37,5,20,4,5
1,manhattan,2019,37,5,20,4,1
1,manhattan,2019,37,5,20,1,0
1,manhattan,2019,37,5,20,0,0
1,manhattan,2019,37,5,20,1,0
1,manhattan,2019,37,5,20,1,1
1,manhattan,2019,45,0,8,4,5
1,manhattan,2019,45,0,8,1,5
1,manhattan,2019,45,0,8,1,5
1,manhattan,2019,45,0,8,4,5
1,manhattan,2019,45,0,8,1,0
1,manhattan,2019,45,0,8,1,0
1,manhattan,2019,45,0,8,1,0
1,manhattan,2019,45,0,8,1,0
1,manhattan,2019,31,3,19,4,5
1,manhattan,2019,31,3,19,4,5
1,manhattan,2019,31,3,19,1,5
1,manhattan,2019,31,3,19,0,5
1,manhattan,2019,31,3,19,4,5
1,manhattan,2019,31,3,19,4,5
1,manhattan,2019,31,3,19,0,0
1,manhattan,2019,31,3,19,0,0
1,manhattan,2019,31,3,19,1,0
1,manhattan,2019,31,3,19,0,0
1,manhattan,2019,51,0,13,4,5
1,manhattan,2019,51,0,13,4,5
1,manhattan,2019,51,0,13,4,5
1,manhattan,2019,51,0,13,4,5
1,manhattan,2019,51,0,13,4,5
1,manhattan,2019,51,0,13,4,5
1,manhattan,2019,51,0,13,0,0
1,manhattan,2019,51,0,13,0,0
1,manhattan,2019,51,0,13,0,0
1,manhattan,2019,51,0,13,0,0
1,manhattan,2019,20,3,14,4,5
1,manhattan,2019,20,3,14,4,5
1,manhattan,2019,20,3,14,4,5
1,manhattan,2019,20,3,14,4,5
1,manhattan,2019,20,3,14,4,5
1,manhattan,2019,20,3,14,4,5
1,manhattan,2019,20,3,14,0,0
1,manhattan,2019,20,3,14,0,0
1,manhattan,2019,20,3,14,0,0
1,manhattan,2019,20,3,14,0,0
1,manhattan,2019,23,2,19,4,1
1,manhattan,2019,23,2,19,1,5
1,manhattan,2019,23,2,19,4,5
1,manhattan,2019,23,2,19,1,5
1,manhattan,2019,23,2,19,4,1
1,manhattan,2019,23,2,19,4,5
1,manhattan,2019,23,2,19,1,1
1,manhattan,2019,23,2,19,0,1
1,manhattan,2019,23,2,19,1,0
1,manhattan,2019,23,2,19,0,0
1,manhattan,2019,31,3,18,4,5
1,manhattan,2019,31,3,18,1,5
1,manhattan,2019,31,3,18,0,5
1,manhattan,2019,31,3,18,4,5
1,manhattan,2019,31,3,18,0,0
1,manhattan,2019,31,3,18,1,0
1,manhattan,2019,31,3,18,0,0
1,manhattan,2019,31,3,18,0,0
1,manhattan,2019,16,3,12,4,0
1,manhattan,2019,16,3,12,4,5
1,manhattan,2019,16,3,12,4,5
1,manhattan,2019,16,3,12,4,0
1,manhattan,2019,16,3,12,0,0
1,manhattan,2019,16,3,12,0,1
1,manhattan,2019,16,3,12,0,0
1,manhattan,2019,16,3,12,0,0
1,manhattan,2019,50,1,17,4,0
1,manhattan,2019,50,1,17,4,5
1,manhattan,2019,50,1,17,4,5
1,manhattan,2019,50,1,17,4,1
1,manhattan,2019,50,1,17,0,1
1,manhattan,2019,50,1,17,0,0
1,manhattan,2019,50,1,17,0,0
1,manhattan,2019,50,1,17,0,1
1,manhattan,2019,35,3,20,4,5
1,manhattan,2019,35,3,20,1,5
1,manhattan,2019,35,3,20,0,5
1,manhattan,2019,35,3,20,4,5
1,manhattan,2019,35,3,20,0,0
1,manhattan,2019,35,3,20,2,0
1,manhattan,2019,35,3,20,0,0
1,manhattan,2019,35,3,20,0,0
1,manhattan,2019,35,4,11,4,5
1,manhattan,2019,35,4,11,4,5
1,manhattan,2019,35,4,11,4,5
1,manhattan,2019,35,4,11,4,5
1,manhattan,2019,35,4,11,0,0
1,manhattan,2019,35,4,11,0,0
1,manhattan,2019,35,4,11,0,0
1,manhattan,2019,35,4,11,0,0
1,manhattan,2019,38,6,17,4,5
1,manhattan,2019,38,6,17,4,5
1,manhattan,2019,38,6,17,4,5
1,manhattan,2019,38,6,17,4,5
1,manhattan,2019,38,6,17,0,0
1,manhattan,2019,38,6,17,0,0
1,manhattan,2019,38,6,17,0,0
1,manhattan,2019,38,6,17,0,0
1,manhattan,2019,33,1,17,4,0
1,manhattan,2019,33,1,17,4,1
1,manhattan,2019,33,1,17,0,1
1,manhattan,2019,33,1,17,0,0
1,manhattan,2019,33,1,17,0,0
1,manhattan,2019,33,1,17,0,1
1,manhattan,2019,32,2,12,4,5
1,manhattan,2019,32,2,12,4,5
1,manhattan,2019,32,2,12,1,5
1,manhattan,2019,32,2,12,0,5
1,manhattan,2019,32,2,12,4,5
1,manhattan,2019,32,2,12,4,5
1,manhattan,2019,32,2,12,1,0
1,manhattan,2019,32,2,12,1,0
1,manhattan,2019,32,2,12,0,0
1,manhattan,2019,32,2,12,0,0
1,manhattan,2019,44,2,20,4,5
1,manhattan,2019,44,2,20,4,5
1,manhattan,2019,44,2,20,4,5
1,manhattan,2019,44,2,20,4,5
1,manhattan,2019,44,2,20,0,0
1,manhattan,2019,44,2,20,0,0
1,manhattan,2019,44,2,20,0,0
1,manhattan,2019,44,2,20,0,0
1,manhattan,2019,52,6,20,4,5
1,manhattan,2019,52,6,20,4,5
1,manhattan,2019,52,6,20,0,0
1,manhattan,2019,52,6,20,0,0
1,manhattan,2019,52,6,20,0,0
1,manhattan,2019,52,6,20,0,0
1,manhattan,2019,50,1,18,4,1
1,manhattan,2019,50,1,18,4,5
1,manhattan,2019,50,1,18,4,5
1,manhattan,2019,50,1,18,4,5
1,manhattan,2019,50,1,18,4,5
1,manhattan,2019,50,1,18,4,2
1,manhattan,2019,50,1,18,4,5
1,manhattan,2019,50,1,18,4,5
1,manhattan,2019,50,1,18,1,2
1,manhattan,2019,50,1,18,0,0
1,manhattan,2019,50,1,18,0,0
1,manhattan,2019,50,1,18,0,1
1,manhattan,2019,18,3,8,4,5
1,manhattan,2019,18,3,8,4,5
1,manhattan,2019,18,3,8,1,0
1,manhattan,2019,18,3,8,0,0
1,manhattan,2019,18,3,8,0,0
1,manhattan,2019,18,3,8,0,0
1,manhattan,2019,26,3,12,4,5
1,manhattan,2019,26,3,12,4,5
1,manhattan,2019,26,3,12,4,5
1,manhattan,2019,26,3,12,4,5
1,manhattan,2019,26,3,12,4,5
1,manhattan,2019,26,3,12,4,5
1,manhattan,2019,26,3,12,1,0
1,manhattan,2019,26,3,12,0,0
1,manhattan,2019,26,3,12,0,0
1,manhattan,2019,26,3,12,0,0
1,manhattan,2019,34,3,12,4,1
1,manhattan,2019,34,3,12,4,5
1,manhattan,2019,34,3,12,2,5
1,manhattan,2019,34,3,12,0,5
1,manhattan,2019,34,3,12,4,5
1,manhattan,2019,34,3,12,4,1
1,manhattan,2019,34,3,12,1,1
1,manhattan,2019,34,3,12,1,1
1,manhattan,2019,34,3,12,0,0
1,manhattan,2019,34,3,12,0,2
1,manhattan,2019,51,4,18,4,5
1,manhattan,2019,51,4,18,1,5
1,manhattan,2019,51,4,18,0,5
1,manhattan,2019,51,4,18,4,5
1,manhattan,2019,51,4,18,0,0
1,manhattan,2019,51,4,18,1,0
1,manhattan,2019,51,4,18,0,0
1,manhattan,2019,51,4,18,0,0
1,manhattan,2019,26,0,13,4,5
1,manhattan,2019,26,0,13,2,5
1,manhattan,2019,26,0,13,1,5
1,manhattan,2019,26,0,13,4,5
1,manhattan,2019,26,0,13,1,0
1,manhattan,2019,26,0,13,1,0
1,manhattan,2019,26,0,13,0,0
1,manhattan,2019,26,0,13,0,0
1,manhattan,2019,27,0,10,4,5
1,manhattan,2019,27,0,10,4,5
1,manhattan,2019,27,0,10,1,0
1,manhattan,2019,27,0,10,0,0
1,manhattan,2019,27,0,10,0,0
1,manhattan,2019,27,0,10,0,0
1,manhattan,2019,50,1,15,4,5
1,manhattan,2019,50,1,15,4,5
1,manhattan,2019,50,1,15,0,0
1,manhattan,2019,50,1,15,0,0
1,manhattan,2019,50,1,15,0,0
1,manhattan,2019,50,1,15,0,0
1,manhattan,2019,40,2,9,4,5
1,manhattan,2019,40,2,9,2,5
1,manhattan,2019,40,2,9,1,5
1,manhattan,2019,40,2,9,4,5
1,manhattan,2019,40,2,9,2,0
1,manhattan,2019,40,2,9,0,0
1,manhattan,2019,40,2,9,2,0
1,manhattan,2019,40,2,9,1,0
1,manhattan,2019,33,0,18,4,5
1,manhattan,2019,33,0,18,4,5
1,manhattan,2019,33,0,18,2,5
1,manhattan,2019,33,0,18,1,5
1,manhattan,2019,33,0,18,4,5
1,manhattan,2019,33,0,18,4,5
1,manhattan,2019,33,0,18,1,0
1,manhattan,2019,33,0,18,1,0
1,manhattan,2019,33,0,18,1,0
1,manhattan,2019,33,0,18,1,0
1,manhattan,2019,40,1,11,4,5
1,manhattan,2019,40,1,11,4,5
1,manhattan,2019,40,1,11,4,5
1,manhattan,2019,40,1,11,1,5
1,manhattan,2019,40,1,11,1,5
1,manhattan,2019,40,1,11,4,5
1,manhattan,2019,40,1,11,4,5
1,manhattan,2019,40,1,11,4,5
1,manhattan,2019,40,1,11,1,0
1,manhattan,2019,40,1,11,0,0
1,manhattan,2019,40,1,11,1,0
1,manhattan,2019,40,1,11,1,0
1,manhattan,2019,49,5,11,4,1
1,manhattan,2019,49,5,11,4,5
1,manhattan,2019,49,5,11,4,5
1,manhattan,2019,49,5,11,4,5
1,manhattan,2019,49,5,11,1,5
1,manhattan,2019,49,5,11,1,5
1,manhattan,2019,49,5,11,4,5
1,manhattan,2019,49,5,11,4,5
1,manhattan,2019,49,5,11,4,1
1,manhattan,2019,49,5,11,4,5
1,manhattan,2019,49,5,11,1,1
1,manhattan,2019,49,5,11,1,1
1,manhattan,2019,49,5,11,0,1
1,manhattan,2019,49,5,11,0,1
1,manhattan,2019,28,4,8,1,5
1,manhattan,2019,28,4,8,1,5
1,manhattan,2019,28,4,8,1,0
1,manhattan,2019,28,4,8,1,0
1,manhattan,2019,28,4,8,1,0
1,manhattan,2019,28,4,8,1,0
1,manhattan,2019,20,6,12,4,5
1,manhattan,2019,20,6,12,1,5
1,manhattan,2019,20,6,12,1,5
1,manhattan,2019,20,6,12,4,5
1,manhattan,2019,20,6,12,1,0
1,manhattan,2019,20,6,12,1,0
1,manhattan,2019,20,6,12,1,0
1,manhattan,2019,20,6,12,1,0
1,manhattan,2019,37,1,11,4,5
1,manhattan,2019,37,1,11,0,5
1,manhattan,2019,37,1,11,0,5
1,manhattan,2019,37,1,11,4,5
1,manhattan,2019,37,1,11,0,0
1,manhattan,2019,37,1,11,0,0
1,manhattan,2019,37,1,11,0,0
1,manhattan,2019,37,1,11,1,0
1,manhattan,2019,29,2,11,4,5
1,manhattan,2019,29,2,11,1,5
1,manhattan,2019,29,2,11,0,5
1,manhattan,2019,29,2,11,4,5
1,manhattan,2019,29,2,11,0,0
1,manhattan,2019,29,2,11,0,0
1,manhattan,2019,29,2,11,1,0
1,manhattan,2019,29,2,11,0,0
1,manhattan,2019,47,5,13,4,5
1,manhattan,2019,47,5,13,4,5
1,manhattan,2019,47,5,13,1,5
1,manhattan,2019,47,5,13,0,5
1,manhattan,2019,47,5,13,4,5
1,manhattan,2019,47,5,13,4,5
1,manhattan,2019,47,5,13,1,0
1,manhattan,2019,47,5,13,0,0
1,manhattan,2019,47,5,13,1,0
1,manhattan,2019,47,5,13,0,0
1,manhattan,2019,28,4,10,4,5
1,manhattan,2019,28,4,10,4,5
1,manhattan,2019,28,4,10,4,5
1,manhattan,2019,28,4,10,1,5
1,manhattan,2019,28,4,10,1,5
1,manhattan,2019,28,4,10,4,5
1,manhattan,2019,28,4,10,4,5
1,manhattan,2019,28,4,10,4,5
1,manhattan,2019,28,4,10,1,0
1,manhattan,2019,28,4,10,0,0
1,manhattan,2019,28,4,10,0,0
1,manhattan,2019,28,4,10,1,0
1,manhattan,2019,40,5,20,4,5
1,manhattan,2019,40,5,20,4,5
1,manhattan,2019,40,5,20,4,5
1,manhattan,2019,40,5,20,4,5
1,manhattan,2019,40,5,20,0,0
1,manhattan,2019,40,5,20,0,0
1,manhattan,2019,40,5,20,0,0
1,manhattan,2019,40,5,20,0,0
1,manhattan,2019,40,5,9,4,5
1,manhattan,2019,40,5,9,4,5
1,manhattan,2019,40,5,9,4,5
1,manhattan,2019,40,5,9,4,5
1,manhattan,2019,40,5,9,0,0
1,manhattan,2019,40,5,9,0,0
1,manhattan,2019,40,5,9,0,0
1,manhattan,2019,40,5,9,0,0
1,manhattan,2019,35,1,13,4,1
1,manhattan,2019,35,1,13,4,5
1,manhattan,2019,35,1,13,4,5
1,manhattan,2019,35,1,13,4,1
1,manhattan,2019,35,1,13,1,1
1,manhattan,2019,35,1,13,0,1
1,manhattan,2019,35,1,13,0,0
1,manhattan,2019,35,1,13,0,0
1,manhattan,2019,30,0,11,4,5
1,manhattan,2019,30,0,11,4,5
1,manhattan,2019,30,0,11,0,0
1,manhattan,2019,30,0,11,0,0
1,manhattan,2019,30,0,11,0,0
1,manhattan,2019,30,0,11,0,0
1,manhattan,2019,18,0,10,4,5
1,manhattan,2019,18,0,10,4,5
1,manhattan,2019,18,0,10,0,0
1,manhattan,2019,18,0,10,0,0
1,manhattan,2019,18,0,10,0,0
1,manhattan,2019,18,0,10,0,0
1,manhattan,2019,47,2,14,4,5
1,manhattan,2019,47,2,14,4,5
1,manhattan,2019,47,2,14,0,0
1,manhattan,2019,47,2,14,0,0
1,manhattan,2019,47,2,14,0,0
1,manhattan,2019,47,2,14,0,0
1,manhattan,2019,19,0,9,4,5
1,manhattan,2019,19,0,9,4,5
1,manhattan,2019,19,0,9,4,5
1,manhattan,2019,19,0,9,1,5
1,manhattan,2019,19,0,9,0,5
1,manhattan,2019,19,0,9,4,5
1,manhattan,2019,19,0,9,4,5
1,manhattan,2019,19,0,9,4,5
1,manhattan,2019,19,0,9,1,0
1,manhattan,2019,19,0,9,0,0
1,manhattan,2019,19,0,9,1,0
1,manhattan,2019,19,0,9,0,0
1,manhattan,2019,24,2,18,4,0
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,2,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,1,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,0
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,1,0
1,manhattan,2019,24,2,18,1,0
1,manhattan,2019,24,2,18,4,5
1,manhattan,2019,24,2,18,1,0
1,manhattan,2019,41,1,14,4,5
1,manhattan,2019,41,1,14,4,5
1,manhattan,2019,41,1,14,4,5
1,manhattan,2019,41,1,14,4,5
1,manhattan,2019,41,1,14,0,0
1,manhattan,2019,41,1,14,0,0
1,manhattan,2019,41,1,14,0,0
1,manhattan,2019,41,1,14,0,0
1,manhattan,2019,50,3,18,4,1
1,manhattan,2019,50,3,18,4,5
1,manhattan,2019,50,3,18,1,5
1,manhattan,2019,50,3,18,0,5
1,manhattan,2019,50,3,18,4,5
1,manhattan,2019,50,3,18,4,1
1,manhattan,2019,50,3,18,1,1
1,manhattan,2019,50,3,18,1,1
1,manhattan,2019,50,3,18,0,1
1,manhattan,2019,50,3,18,1,1
1,manhattan,2019,52,1,14,4,5
1,manhattan,2019,52,1,14,2,5
1,manhattan,2019,52,1,14,0,5
1,manhattan,2019,52,1,14,4,5
1,manhattan,2019,52,1,14,0,0
1,manhattan,2019,52,1,14,1,0
1,manhattan,2019,52,1,14,0,0
1,manhattan,2019,52,1,14,1,0
1,manhattan,2019,30,0,17,4,0
1,manhattan,2019,30,0,17,1,5
1,manhattan,2019,30,0,17,0,5
1,manhattan,2019,30,0,17,4,0
1,manhattan,2019,30,0,17,1,0
1,manhattan,2019,30,0,17,0,0
1,manhattan,2019,30,0,17,0,0
1,manhattan,2019,30,0,17,1,1
1,manhattan,2019,34,1,14,4,5
1,manhattan,2019,34,1,14,0,5
1,manhattan,2019,34,1,14,0,5
1,manhattan,2019,34,1,14,4,5
1,manhattan,2019,34,1,14,0,0
1,manhattan,2019,34,1,14,1,0
1,manhattan,2019,34,1,14,0,0
1,manhattan,2019,34,1,14,1,0
1,manhattan,2019,48,4,13,4,5
1,manhattan,2019,48,4,13,4,5
1,manhattan,2019,48,4,13,1,0
1,manhattan,2019,48,4,13,0,0
1,manhattan,2019,48,4,13,0,0
1,manhattan,2019,48,4,13,0,0
1,manhattan,2019,50,3,12,4,5
1,manhattan,2019,50,3,12,4,5
1,manhattan,2019,50,3,12,2,5
1,manhattan,2019,50,3,12,0,5
1,manhattan,2019,50,3,12,4,5
1,manhattan,2019,50,3,12,4,5
1,manhattan,2019,50,3,12,0,0
1,manhattan,2019,50,3,12,0,0
1,manhattan,2019,50,3,12,1,0
1,manhattan,2019,50,3,12,1,0
1,manhattan,2019,41,1,16,4,5
1,manhattan,2019,41,1,16,4,5
1,manhattan,2019,41,1,16,0,0
1,manhattan,2019,41,1,16,0,0
1,manhattan,2019,41,1,16,0,0
1,manhattan,2019,41,1,16,0,0
1,manhattan,2019,29,1,12,4,5
1,manhattan,2019,29,1,12,4,5
1,manhattan,2019,29,1,12,0,0
1,manhattan,2019,29,1,12,0,0
1,manhattan,2019,29,1,12,0,0
1,manhattan,2019,29,1,12,0,0
1,manhattan,2019,32,4,8,1,5
1,manhattan,2019,32,4,8,1,5
1,manhattan,2019,32,4,8,1,0
1,manhattan,2019,32,4,8,1,0
1,manhattan,2019,32,4,8,1,0
1,manhattan,2019,32,4,8,1,0
1,manhattan,2019,33,2,8,1,5
1,manhattan,2019,33,2,8,4,5
1,manhattan,2019,33,2,8,0,5
1,manhattan,2019,33,2,8,4,5
1,manhattan,2019,33,2,8,1,0
1,manhattan,2019,33,2,8,1,0
1,manhattan,2019,33,2,8,0,0
1,manhattan,2019,33,2,8,0,0
1,manhattan,2019,16,1,20,4,5
1,manhattan,2019,16,1,20,1,5
1,manhattan,2019,16,1,20,1,5
1,manhattan,2019,16,1,20,4,5
1,manhattan,2019,16,1,20,1,0
1,manhattan,2019,16,1,20,2,0
1,manhattan,2019,16,1,20,0,0
1,manhattan,2019,16,1,20,0,0
1,manhattan,2019,24,3,11,4,5
1,manhattan,2019,24,3,11,1,5
1,manhattan,2019,24,3,11,1,5
1,manhattan,2019,24,3,11,4,5
1,manhattan,2019,24,3,11,1,0
1,manhattan,2019,24,3,11,1,0
1,manhattan,2019,24,3,11,1,0
1,manhattan,2019,24,3,11,1,0
1,manhattan,2019,35,3,13,4,5
1,manhattan,2019,35,3,13,4,5
1,manhattan,2019,35,3,13,0,0
1,manhattan,2019,35,3,13,0,0
1,manhattan,2019,35,3,13,0,0
1,manhattan,2019,35,3,13,0,0
1,manhattan,2019,24,2,14,4,1
1,manhattan,2019,24,2,14,4,5
1,manhattan,2019,24,2,14,4,5
1,manhattan,2019,24,2,14,4,5
1,manhattan,2019,24,2,14,4,5
1,manhattan,2019,24,2,14,4,1
1,manhattan,2019,24,2,14,4,5
1,manhattan,2019,24,2,14,4,5
1,manhattan,2019,24,2,14,0,1
1,manhattan,2019,24,2,14,0,1
1,manhattan,2019,24,2,14,0,1
1,manhattan,2019,24,2,14,0,1
1,manhattan,2019,48,4,14,1,5
1,manhattan,2019,48,4,14,0,5
1,manhattan,2019,48,4,14,1,0
1,manhattan,2019,48,4,14,0,0
1,manhattan,2019,48,4,14,1,0
1,manhattan,2019,48,4,14,0,0
1,manhattan,2019,32,1,9,4,1
1,manhattan,2019,32,1,9,4,5
1,manhattan,2019,32,1,9,4,5
1,manhattan,2019,32,1,9,1,5
1,manhattan,2019,32,1,9,1,5
1,manhattan,2019,32,1,9,4,5
1,manhattan,2019,32,1,9,4,1
1,manhattan,2019,32,1,9,4,5
1,manhattan,2019,32,1,9,1,1
1,manhattan,2019,32,1,9,1,1
1,manhattan,2019,32,1,9,0,0
1,manhattan,2019,32,1,9,0,0
1,manhattan,2019,52,1,9,1,5
1,manhattan,2019,52,1,9,0,5
1,manhattan,2019,52,1,9,0,0
1,manhattan,2019,52,1,9,0,0
1,manhattan,2019,52,1,9,0,0
1,manhattan,2019,52,1,9,1,0
1,manhattan,2019,17,2,15,4,5
1,manhattan,2019,17,2,15,2,5
1,manhattan,2019,17,2,15,1,5
1,manhattan,2019,17,2,15,4,5
1,manhattan,2019,17,2,15,1,0
1,manhattan,2019,17,2,15,1,0
1,manhattan,2019,17,2,15,0,0
1,manhattan,2019,17,2,15,0,0
1,manhattan,2019,20,5,9,4,5
1,manhattan,2019,20,5,9,4,5
1,manhattan,2019,20,5,9,4,5
1,manhattan,2019,20,5,9,4,5
1,manhattan,2019,20,5,9,0,0
1,manhattan,2019,20,5,9,0,0
1,manhattan,2019,20,5,9,0,0
1,manhattan,2019,20,5,9,0,0
1,manhattan,2019,49,5,15,4,1
1,manhattan,2019,49,5,15,4,5
1,manhattan,2019,49,5,15,4,5
1,manhattan,2019,49,5,15,4,5
1,manhattan,2019,49,5,15,4,0
1,manhattan,2019,49,5,15,4,5
1,manhattan,2019,49,5,15,1,1
1,manhattan,2019,49,5,15,0,1
1,manhattan,2019,49,5,15,0,0
1,manhattan,2019,49,5,15,0,0
1,manhattan,2019,16,1,10,4,1
1,manhattan,2019,16,1,10,4,5
1,manhattan,2019,16,1,10,4,5
1,manhattan,2019,16,1,10,4,5
1,manhattan,2019,16,1,10,4,1
1,manhattan,2019,16,1,10,4,5
1,manhattan,2019,16,1,10,0,1
1,manhattan,2019,16,1,10,0,1
1,manhattan,2019,16,1,10,0,1
1,manhattan,2019,16,1,10,0,0
3,queens,2019,52,1,20,4,5
3,queens,2019,52,1,20,4,5
3,queens,2019,52,1,20,0,0
3,queens,2019,52,1,20,0,0
3,queens,2019,52,1,20,0,0
3,queens,2019,52,1,20,0,0
3,queens,2019,34,6,8,4,5
3,queens,2019,34,6,8,4,5
3,queens,2019,34,6,8,2,5
